Keyword,Search Volume,Keyword Difficulty,Position,Traffic,topic,content_type,priority_score,competitor,archive
550 paracord diameter,590,12.0,1,25,comparison,Comparison,50.28,noblie,0
karambits,1300,28.0,4,22,knife_types,Informational Post,50.08,noblie,0
usuba knife,1000,6.0,34,0,knife_types,Informational Post,50.0,koi,0
obsidian sword,1900,39.0,5,7,knife_types,Comparison,49.79,noblie,0
pocketknife,2900,60.0,5,0,knife_types,Informational Post,49.71,koi,0
what is d2 steel,590,8.0,1,1,steel_types,Informational Post,49.66,koi,0
sheepsfoot blade,1300,11.0,69,0,knife_types,Informational Post,49.52,shieldon,0
how do you get rust off a knife,1300,11.0,65,0,knife_types,How-to Tutorial,49.52,noblie,0
knife cut noodles,2900,37.0,68,0,knife_types,Informational Post,49.36,insight,0
deba knife,1600,16.0,34,0,knife_types,Informational Post,49.23,koi,0
hrc hardness,1000,15.0,5,2,other,Informational Post,48.96,noblie,0
knife sharpening angle chart,480,14.0,1,63,knife_types,How-to Tutorial,48.9,noblie,0
austenitic steel,1600,31.0,7,4,steel_types,Informational Post,48.7,koi,0
bluefin bluefin,2400,51.0,9,3,other,Informational Post,48.63,koi,0
3cr13 steel,1300,17.0,14,1,steel_types,Informational Post,48.63,shieldon,0
knife blades,1000,24.0,3,10,knife_types,Informational Post,48.53,noblie,0
seax sword,720,5.0,14,1,knife_types,Comparison,48.48,noblie,0
best hunting knife,1900,22.0,27,2,knife_types,List Post,48.45,noblie,0
d2 steel for knives,590,5.0,8,2,steel_types,Comparison,48.14,noblie,0
g10 vs micarta,390,4.0,1,15,comparison,Comparison,48.05,koi,0
different knife types,720,19.0,1,29,knife_types,List Post,48.04,noblie,0
kitchen cutlery,2400,50.0,8,0,cooking,Informational Post,48.0,koi,0
goanna animal,1600,42.0,9,30,other,Informational Post,48.0,koi,0
what is an edc knife,720,2.0,97,0,knife_types,Informational Post,48.0,shieldon,0
knife sheath on belt,720,2.0,23,0,knife_types,Informational Post,48.0,noblie,0
shoe knife,720,2.0,77,0,knife_types,Informational Post,48.0,shieldon,0
s30v vs s90v,480,0.0,17,0,steel_types,Comparison,48.0,koi,0
antigua 5-piece cutlery set,1600,17.0,34,1,other,Informational Post,47.88,xinzuo,0
csgo knife most expensive,720,16.0,2,15,knife_types,Informational Post,47.77,noblie,0
trench knives,1300,23.0,7,1,other,Informational Post,47.75,noblie,0
japanese knife types,1300,12.0,22,1,knife_types,List Post,47.75,noblie,0
casuar,1300,31.0,1,0,other,Informational Post,47.56,koi,0
knife tang,1000,16.0,10,3,knife_types,Informational Post,47.54,koi,0
nyc knife laws,1300,19.0,11,6,knife_laws,Informational Post,47.52,noblie,0
best pocket knife sharpener,1600,17.0,54,0,knife_types,How-to Tutorial,47.41,insight,0
lorikeet bird,2900,40.0,29,2,comparison,Comparison,47.33,koi,0
gravity knofe,390,0.0,5,1,other,Informational Post,47.27,noblie,0
chef knife or santoku,1300,12.0,27,0,knife_types,Comparison,47.27,koi,0
chef knife or santoku,1300,12.0,42,0,knife_types,Comparison,47.27,noblie,0
japanese knife brands,1300,12.0,46,0,knife_types,Informational Post,47.27,noblie,0
are balisongs legal in texas,590,0.0,43,0,knife_laws,Informational Post,47.2,shieldon,0
japanese knives types,590,0.0,58,0,other,List Post,47.2,noblie,0
good japanese knife brands,880,18.0,2,0,knife_types,Informational Post,47.14,zhangxiaoquan,0
world war 1 trench knife,1000,26.0,2,13,knife_types,Comparison,47.08,noblie,0
sujihiki,1000,7.0,41,0,other,Informational Post,47.06,koi,0
how to get rust off a knife,1000,7.0,78,0,knife_types,How-to Tutorial,47.06,noblie,0
s35vn,1000,7.0,82,0,other,Informational Post,47.06,shieldon,0
designing swords,1000,7.0,89,0,knife_types,Comparison,47.06,noblie,0
honesuki knife,1000,7.0,36,0,knife_types,Informational Post,47.06,koi,0
s35vn,1000,7.0,22,0,other,Informational Post,47.06,koi,0
locking vs straight blade,880,5.0,85,0,knife_types,Comparison,46.93,noblie,0
trench knife 1918,590,10.0,3,6,knife_types,Informational Post,46.91,noblie,0
rainbow parrotlet,1300,18.0,19,1,other,Informational Post,46.89,koi,0
outback animals,720,9.0,10,3,other,Informational Post,46.84,koi,0
tang of a knife,720,17.0,3,17,knife_types,Informational Post,46.8,koi,0
how to use knife sharpener,1300,32.0,1,0,knife_types,How-to Tutorial,46.43,koi,0
best kitchen knives set,2900,40.0,83,0,cooking,List Post,46.4,insight,0
switchblade flick knife,1000,36.0,1,41,knife_types,Informational Post,45.98,noblie,0
s30v steel knives,720,12.0,9,17,steel_types,Informational Post,45.95,noblie,0
texas knife laws,1000,12.0,15,1,knife_laws,Informational Post,45.91,noblie,0
types of japanese knives,1000,12.0,14,1,other,List Post,45.91,koi,0
types of japanese knives,1000,12.0,16,1,other,List Post,45.91,noblie,0
hatchet vs axe,1600,18.0,42,0,comparison,Comparison,45.71,shieldon,0
super steel,720,15.0,1,5,steel_types,Informational Post,45.36,koi,0
how to use a honing rod,1300,13.0,49,0,other,How-to Tutorial,45.22,insight,0
high carbon steel knife,1300,13.0,37,0,steel_types,Informational Post,45.22,koi,0
154cm steel,1300,13.0,57,0,steel_types,Informational Post,45.22,shieldon,0
how to use a honing rod,1300,13.0,30,0,other,How-to Tutorial,45.22,noblie,0
damascus steel patterns,480,16.0,1,63,steel_types,Informational Post,45.14,noblie,0
sharpness scale,480,9.0,1,19,other,Informational Post,45.09,noblie,0
20cv steel,480,9.0,1,19,steel_types,Informational Post,45.09,noblie,0
different type of knives,720,21.0,1,29,other,Informational Post,44.94,noblie,0
why is australia known for marsupials,1900,24.0,83,0,comparison,Comparison,44.71,koi,0
pizza cutter rocker,1300,25.0,4,0,other,Informational Post,44.57,koi,0
lyrebirds,1600,44.0,2,0,other,Informational Post,44.44,koi,0
154 cm,1000,8.0,54,0,other,Informational Post,44.44,shieldon,0
big knives,1300,29.0,8,11,other,Informational Post,44.4,noblie,0
macahuitl,1900,44.0,6,5,other,Informational Post,44.33,noblie,0
why balisongs are illegal,720,3.0,22,0,knife_laws,Informational Post,44.31,shieldon,0
punch dagger g10,590,10.0,1,0,knife_types,Informational Post,44.25,koi,0
csgo the most expensive knife,590,12.0,2,10,knife_types,Informational Post,44.25,noblie,0
kukri knife csgo,1600,19.0,46,0,knife_types,Informational Post,44.14,noblie,0
barlow knives,1000,18.0,9,3,other,Informational Post,44.14,noblie,0
types of combat knives,1600,19.0,57,0,other,List Post,44.14,noblie,0
steel cpm s30v,880,15.0,7,4,steel_types,Informational Post,43.93,noblie,0
types of one edged swords,1000,13.0,20,1,knife_types,Comparison,43.91,noblie,0
murray river,1900,55.0,2,0,other,Informational Post,43.85,koi,0
magpie australian bird,1900,55.0,1,0,other,Informational Post,43.85,koi,0
lorikeets rainbow,2900,43.0,54,0,comparison,Comparison,43.77,koi,0
white steel,390,5.0,2,12,steel_types,Informational Post,43.68,koi,0
1918 trench knife,1000,32.0,1,22,knife_types,Informational Post,43.57,noblie,0
best japanese kitchen knives,1900,25.0,36,0,cooking,List Post,43.43,noblie,0
types of pocket knives,1300,14.0,43,0,outdoor,List Post,43.33,insight,0
what is a knife sheath,320,4.0,2,26,knife_types,Informational Post,43.2,noblie,0
knife and belt sheath,590,1.0,85,0,knife_types,Informational Post,42.91,noblie,0
14c28n vs d2,590,1.0,61,0,steel_types,Comparison,42.91,koi,0
14c28n vs d2,590,1.0,48,0,steel_types,Comparison,42.91,shieldon,0
ulu knives from alaska,720,7.0,17,1,other,Informational Post,42.78,noblie,0
karambit knives,1600,20.0,33,0,knife_types,Informational Post,42.67,noblie,0
german knives,1600,20.0,68,0,other,Informational Post,42.67,insight,0
viking knives,1000,19.0,8,3,historical,Informational Post,42.62,noblie,0
blade damascus steel,1000,33.0,1,22,steel_types,Informational Post,42.56,noblie,0
7cr17mov,590,4.0,12,1,steel_types,Informational Post,42.56,shieldon,0
m390 vs magnacut,590,7.0,6,2,steel_types,Comparison,42.48,noblie,0
currawong,1000,28.0,3,7,other,Informational Post,42.24,koi,0
sourdough knife,1300,27.0,5,0,knife_types,How-to Tutorial,42.16,koi,0
definition of chef's knife,590,15.0,1,19,knife_types,Informational Post,42.13,koi,0
titanium damascus knife,390,3.0,4,17,steel_types,Informational Post,42.12,noblie,0
154cm,1000,9.0,46,0,other,Informational Post,42.11,shieldon,0
ax vs hatchet,1000,9.0,51,0,comparison,Comparison,42.11,shieldon,0
elmax vs magnacut,390,6.0,1,15,comparison,Comparison,42.05,noblie,0
knife styles,480,18.0,1,63,knife_types,Informational Post,41.91,noblie,0
铁锅,590,12.0,3,4,other,Informational Post,41.84,zhangxiaoquan,0
mokume,590,12.0,1,4,other,Informational Post,41.84,noblie,0
best angle to sharpen a knife,390,4.0,3,0,knife_types,How-to Tutorial,41.79,noblie,0
long bladed thrusting dagger,480,10.0,1,16,knife_types,Informational Post,41.76,noblie,0
new jersey knife laws,480,6.0,5,16,knife_laws,News/Update,41.76,noblie,0
rainbow parrot,1600,37.0,8,2,other,Informational Post,41.67,koi,0
vegetable knife,1300,15.0,63,0,knife_types,Informational Post,41.6,koi,0
cpm s30v steel,1300,15.0,30,0,steel_types,Informational Post,41.6,shieldon,0
15v fine edge holding,880,7.0,77,0,other,Informational Post,41.41,noblie,0
japanese kitchen knife styles,880,7.0,90,0,knife_types,Informational Post,41.41,noblie,0
ny knife laws,880,7.0,29,0,knife_laws,Informational Post,41.41,noblie,0
japanese kitchen knife styles,880,7.0,55,0,knife_types,Informational Post,41.41,koi,0
8cr13mov steel,390,5.0,1,6,steel_types,Informational Post,41.34,zhangxiaoquan,0
what is d2 steel,590,8.0,7,5,steel_types,Informational Post,41.3,noblie,0
knife for turkey carving,1600,21.0,31,0,knife_types,Comparison,41.29,insight,0
fighting sticks,880,19.0,4,13,other,Informational Post,41.15,noblie,0
damascus chef knife real best,720,4.0,64,0,steel_types,List Post,41.14,noblie,0
folding knives definition,720,4.0,93,0,other,Informational Post,41.14,shieldon,0
edc beads,320,0.0,9,7,outdoor,Informational Post,41.09,noblie,0
paracord knife,1300,22.0,11,1,knife_types,Comparison,41.03,noblie,0
boots with knife,390,6.0,1,12,knife_types,Informational Post,40.95,noblie,0
most expensive knife on csgo,390,6.0,1,12,knife_types,Informational Post,40.95,noblie,0
japanese cleaver,720,12.0,5,4,knife_types,Informational Post,40.84,koi,0
tang of knife,480,11.0,1,19,knife_types,Informational Post,40.8,noblie,0
tang on a knife,590,17.0,1,24,knife_types,Informational Post,40.64,noblie,0
what is a gravity knife,720,12.0,6,3,knife_types,Informational Post,40.45,noblie,0
sharpening japanese knives,590,13.0,2,5,maintenance,How-to Tutorial,40.4,koi,0
gordon ramsay knife set,1300,16.0,24,1,knife_types,How-to Tutorial,40.4,insight,0
best japanese knife brands,1000,15.0,15,1,knife_types,List Post,40.4,zhangxiaoquan,0
demascus knife,720,19.0,1,8,knife_types,Informational Post,40.22,noblie,0
custom knife,2900,49.0,27,2,knife_types,Informational Post,40.11,noblie,0
what is the sharpest knife in the world,320,7.0,1,42,knife_types,Comparison,40.09,noblie,0
s30v steel knives,720,12.0,9,2,steel_types,Informational Post,40.06,koi,0
sakai takayuki,1300,16.0,29,0,other,Informational Post,40.0,koi,0
kiritsuke,1300,16.0,36,0,knife_types,Informational Post,40.0,koi,0
vintage pocket knife,1300,16.0,29,0,knife_types,Informational Post,40.0,noblie,0
what is a damascus knife,1300,16.0,87,0,steel_types,Informational Post,40.0,insight,0
d2 vs 14c28n,480,2.0,18,0,steel_types,Comparison,40.0,noblie,0
butterfly knife cs2,1300,16.0,53,0,knife_types,Informational Post,40.0,noblie,0
what is a damascus knife,1300,16.0,76,0,steel_types,Informational Post,40.0,noblie,0
micarta material,880,17.0,6,2,other,Informational Post,39.89,koi,0
aus 10 steel,590,9.0,7,7,steel_types,Informational Post,39.87,koi,0
are switchblades legal in texas,1300,23.0,19,1,knife_laws,Informational Post,39.79,noblie,0
7cr17mov steel,390,5.0,1,2,steel_types,Informational Post,39.78,shieldon,0
knife engraving,1000,16.0,13,3,knife_types,Informational Post,39.62,noblie,0
steel molybdenum,1000,16.0,13,3,steel_types,Informational Post,39.62,zhangxiaoquan,0
knife break,390,7.0,1,15,knife_types,Informational Post,39.57,koi,0
worlds sharpest knife,880,17.0,8,1,knife_types,Comparison,39.5,noblie,0
best knife steels,720,13.0,6,5,steel_types,List Post,39.44,noblie,0
pattern welded steel,390,5.0,3,1,steel_types,Informational Post,39.39,noblie,0
medieval dagger,1900,29.0,24,1,knife_types,Informational Post,39.36,noblie,0
knife sheaths for belts,590,2.0,71,0,knife_types,Comparison,39.33,noblie,0
sk5 steel,590,2.0,50,0,steel_types,Informational Post,39.33,shieldon,0
is d2 steel good,590,5.0,14,0,steel_types,Informational Post,39.33,koi,0
seki vs sakai knives,590,5.0,15,0,comparison,Comparison,39.33,noblie,0
santoku vs gyuto,590,2.0,31,0,knife_types,Comparison,39.33,koi,0
high carbon steel chef knife,590,2.0,33,0,steel_types,Informational Post,39.33,koi,0
8cr13mov stainless steel,590,2.0,25,0,steel_types,Informational Post,39.33,shieldon,0
florida knife laws,590,2.0,35,0,knife_laws,Comparison,39.33,shieldon,0
cpm 20cv,390,3.0,6,9,other,Informational Post,39.24,noblie,0
best knife steel chart,590,18.0,1,24,steel_types,List Post,39.19,noblie,0
5cr15mov steel,320,0.0,10,2,steel_types,Informational Post,39.17,shieldon,0
nyc legal knives,590,9.0,4,5,knife_laws,Informational Post,39.13,koi,0
serrated sword,880,8.0,72,0,knife_types,Comparison,39.11,noblie,0
nakiri knife use,880,8.0,54,0,knife_types,Informational Post,39.11,koi,0
uses of paring knife,880,8.0,52,0,knife_types,Informational Post,39.11,noblie,0
gyuto chef knife,880,17.0,8,0,knife_types,Informational Post,39.11,koi,0
how to get rust off knives,880,8.0,58,0,maintenance,How-to Tutorial,39.11,noblie,0
what is a ballistic knife,880,20.0,7,11,knife_types,List Post,39.07,noblie,0
most expensive knife on cs go,590,17.0,1,19,knife_types,Informational Post,39.01,noblie,0
legal blade length in california,390,0.0,13,0,knife_laws,Comparison,39.0,shieldon,0
good chef knife set,1900,29.0,35,0,knife_types,Informational Post,38.97,insight,0
knuckle duster knife,1300,17.0,21,1,knife_types,Informational Post,38.9,noblie,0
knife laws in california,1000,16.0,16,1,knife_laws,Comparison,38.85,noblie,0
metal engraving,1600,23.0,59,0,other,Informational Post,38.79,noblie,0
what is a santoku knife used for,1600,23.0,87,0,knife_types,Comparison,38.79,noblie,0
what is an echidna,2400,40.0,26,1,other,Informational Post,38.78,koi,0
types of sword,720,17.0,4,21,knife_types,Comparison,38.72,noblie,0
9cr18mov,720,13.0,7,3,other,Informational Post,38.69,zhangxiaoquan,0
shun cutlery,1900,49.0,4,0,other,Informational Post,38.64,koi,0
vg 10 steel,590,13.0,4,25,steel_types,Informational Post,38.48,koi,0
river darling australia,880,18.0,10,2,other,Informational Post,38.47,koi,0
hand forged knives,1600,52.0,5,24,comparison,Comparison,38.4,noblie,0
carbon knife,480,0.0,22,0,knife_types,Informational Post,38.4,koi,0
best professional kitchen knives,480,0.0,54,0,cooking,List Post,38.4,insight,0
serrated knife description,480,0.0,49,0,knife_types,Informational Post,38.4,insight,0
ny city knife laws,480,0.0,26,0,knife_laws,Informational Post,38.4,koi,0
serrated knife description,480,0.0,22,0,knife_types,Informational Post,38.4,noblie,0
how to get rust off of knives,720,5.0,80,0,maintenance,How-to Tutorial,38.4,noblie,0
goannas,880,34.0,1,28,other,Informational Post,38.4,koi,0
sharpness scale,480,9.0,1,0,other,Informational Post,37.89,koi,0
scrimshaws,720,24.0,2,19,other,Informational Post,37.8,noblie,0
knife jimping,320,4.0,1,10,knife_types,Informational Post,37.71,koi,0
s35v steel,590,12.0,5,17,steel_types,Informational Post,37.65,koi,0
best kitchen knife,2400,41.0,75,0,knife_types,List Post,37.65,insight,0
pearing knife,720,27.0,1,29,knife_types,Informational Post,37.65,koi,0
shears vs scissors,590,6.0,13,2,comparison,Comparison,37.61,zhangxiaoquan,0
kookaburra genus,1000,30.0,1,0,other,Informational Post,37.5,koi,0
how make a sword,1300,33.0,6,3,knife_types,How-to Tutorial,37.37,noblie,0
canister damascus,260,4.0,1,34,steel_types,Informational Post,37.33,noblie,0
best wood for knife handles,260,4.0,1,34,knife_types,Comparison,37.33,noblie,0
viking seax,880,20.0,7,6,historical,Informational Post,37.31,noblie,0
demascus knife,720,19.0,1,0,knife_types,Informational Post,37.24,koi,0
carbon vs stainless steel,1300,18.0,33,0,steel_types,Comparison,37.14,koi,0
how do you sharpen a serrated knife,1300,18.0,65,0,knife_types,How-to Tutorial,37.14,insight,0
types of blades,1300,18.0,71,0,knife_types,List Post,37.14,shieldon,0
knife sharpener angle guide,390,3.0,7,3,knife_types,Ultimate Guide,37.08,noblie,0
rwl34 vs elmax,390,3.0,7,3,comparison,Comparison,37.08,noblie,0
balistic knife,720,14.0,7,3,knife_types,List Post,37.08,noblie,0
are butterfly knives legal in california,880,9.0,45,0,knife_laws,Comparison,37.05,noblie,0
are butterfly knives illegal in california,880,9.0,46,0,knife_laws,Comparison,37.05,shieldon,0
are butterfly knives illegal in california,880,9.0,40,0,knife_laws,Comparison,37.05,noblie,0
are butterfly knives legal in california,880,9.0,88,0,knife_laws,Comparison,37.05,shieldon,0
how do i make a sword,880,14.0,18,1,knife_types,How-to Tutorial,37.03,noblie,0
d2 knife,320,3.0,1,0,steel_types,Informational Post,36.92,koi,0
art knife,590,6.0,16,0,knife_types,Informational Post,36.88,noblie,0
are gravity knives legal in texas,210,0.0,2,17,knife_laws,Informational Post,36.85,shieldon,0
are butterfly knives legal,1000,12.0,24,1,knife_laws,Informational Post,36.73,noblie,0
tang on a knife,590,17.0,1,12,knife_types,Informational Post,36.71,koi,0
sandvik 14c28n,390,6.0,1,0,other,Informational Post,36.56,koi,0
damascus karambit,320,2.0,5,14,steel_types,Informational Post,36.48,noblie,0
platypus mammal,3600,69.0,54,0,other,Informational Post,36.46,koi,0
paracord bead,390,4.0,6,9,comparison,Comparison,36.44,noblie,0
deboning knife,880,19.0,4,0,knife_types,Informational Post,36.41,koi,0
is north carolina open carry,1000,12.0,76,0,knife_laws,Comparison,36.36,noblie,0
are butterfly knives legal,1000,12.0,40,0,knife_laws,Informational Post,36.36,shieldon,0
cpm magnacut,1000,12.0,33,0,other,Informational Post,36.36,noblie,0
full tang blade,720,10.0,14,1,knife_types,Informational Post,36.36,koi,0
texas knife laws,1000,12.0,45,0,knife_laws,Informational Post,36.36,shieldon,0
boc ho,590,19.0,1,19,other,Informational Post,36.32,koi,0
bunka kniv,590,3.0,29,0,other,Informational Post,36.31,koi,0
best kitchen knife sharpener,2400,43.0,53,0,knife_types,How-to Tutorial,36.23,insight,0
